,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
4813,https://www.rumah123.com/properti/jakarta-barat/hos39332090/,Rumah Luas Strategis 10 Menit ke Lippo Mall Puri Dibantu KPR J27385,2620000000.0,Kebon Jeruk,Jakarta Barat,3.0,3.0,125.0,130.0,SHM,2200.0,Bagus,2.0,"Jalan Teratai VI Meruya
Kembangan - Kota Jakarta Barat

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 125
LB 130
2 Lantai
3 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat Daya

Fasilitas Sekitar Hunian:
4 Menit ke Sekolah Menengah Pertama Al Husna
7 Menit ke SMP Negeri 215 Jakarta
7 Menit ke Sekolah Menengah Pertama Patmos
10 Menit ke SMA NEGERI 101 Jakarta
10 Menit ke SMA Sumpah Pemuda
10 Menit ke SMA Negeri 112 Jakarta

1 Menit ke Pasar Pletok Meruya
10 Menit ke Puri Indah Mall
10 Menit ke Lippo Mall Puri
15 Menit ke CBD Ciledug Family Mall
20 Menit ke NEO SOHO Mall
20 Menit ke Mal Ciputra Jakarta

5 Menit ke Puskesmas Kelurahan Kembangan Selatan
8 Menit ke Puskesmas Kelurahan Meruya Selatan II
8 Menit ke Puskesmas Meruya Utara
9 Menit ke Puskesmas Kelurahan Meruya Selatan 1
10 Menit ke puskesmas kelurahan joglo 2

6 Menit ke Gerbang Tol Meruya Selatan 1
7 Menit ke Gerbang Tol Meruya Selatan 2
9 Menit ke Gerbang Tol Meruya Utara 4
15 Menit ke Gerbang Tol Meruya Utara 3
15 Menit ke Stasiun Rawa Buaya
15 Menit ke Stasiun Bojong Indah
15 Menit ke Terminal Bis AKAP Kreo
15 Menit ke Terminal Bus Cipulir
20 Menit ke Terminal Bis Kalideres
20 Menit ke Terminal Bus Ciledug
20 Menit ke Stasiun Kali Deres


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2.4770186e+09,2.399385e+09,7.600074e+07,5.3200516e+07,2.030554045801527,0.016049027,-1133959040.0
239,https://www.rumah123.com/properti/tangerang/hos39221403/,Jual Rumah Atlanta Village Gading Serpong,2450000000.0,Gading Serpong,Tangerang,3.0,3.0,80.0,160.0,Lainnya,0.0,Bagus,3.0,"DIJUAL

ATLANTA VILLAGE
RUMAH BANGUNAN MANDIRI

LT 80/ LB 160
3 LANTAI
3 KT
3 KM
Kitchen set
Water heater
AC di kamar utama dan Kamar anak.
Smart door lock
Bangunan th 2025
PPJB siap AJB
Bisa KPR

Harga 2.450 nepis

Fard gs",2.8644616e+09,2.212256e+09,7.913898e+07,5.5397284e+07,2.2611136326530614,0.13789928,1950677376.0
6241,https://www.rumah123.com/properti/depok/hos18573694/,Rumah 2 Lantai Desain Modern American Clasik Dekat Pintu Tol,1220000000.0,Pancoran Mas,Depok,3.0,2.0,96.0,65.0,SHM,2200.0,Bagus,2.0,Fasilitas Umum,1.1301362e+09,1.04729043e+09,4.9093356e+07,3.4365348e+07,2.8168318032786885,0.038799763,-345875840.0
1894,https://www.rumah123.com/properti/bekasi/hos39278003/,Rumah Minimalis Terawat di Bekasi 3 Menit ke RS Satria Medika Bisa KPR J12313,770000000.0,Grand Wisata,Bekasi,2.0,1.0,90.0,38.0,SHM,1300.0,Bagus,1.0,"Royal Park Residence  Cluster Europe
Mustikajaya - Kota Bekasi

SHM
LT 90
LB 38
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah 
Menghadap Arah Selatan
Fasilitas Terdekat : 


3 menit ke SDN Padurenan I
6 menit ke SD, SMP Islam Riyadhus Shalihin Bekasi
7 menit ke SDI Ibnu Hajar Mandiri Bekasi
8 menit ke SDN Padurenan VI

23 menit ke Living World Grand Wisata Bekasi
27 menit ke Mal Pekayon
31 menit ke Grand Galaxy Park

9 menit ke Pasar Pagi Vida
10 menit ke Pasar Zamrud
23 menit ke Pasar Baru Jatiasih
30 menit ke Pasar Tradisional Bunderan 2
32 menit ke Pasar Tradisional Pulo Galaxy

3 menit ke RS Satria Medika
13 menit ke RS. Karya Medika Bantar Gebang
16 menit ke Rumah Sakit Permata Bekasi
21 menit ke RS Kartika Husada Jatiasih
24 menit ke Rumah Sakit Hermina Grand Wisata


4 menit ke Puskesmas Padurenan
12 menit ke UPTD PUSKESMAS MUSTIKASARI
14 menit ke UPTD PUSKESMAS BANTARGEBANG
16 menit ke Puskesmas Mustika Jaya
20 menit ke Puskesmas Lambang Sari

19 menit ke Gerbang TOL Burangkeng
23 menit ke Gerbang Tol Bekasi Timur 2
23 menit ke Tol Bekasi Timur 1
24 menit ke Gerbang Tol Tambun

24 menit ke Stasiun Mega Raya Indah
27 menit ke Stasiun LRT Jatimulya


13 menit ke Terminal Bayangan Barin Raya
17 menit ke Terminal Bayangan Sudirman
20 menit ke Terminal Bayangan Raya Pengasinan
25 menit ke Terminal Bayangan Raya Pekayon
26 menit ke Halte Celebration Plaza Grand Wisata Tambun


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",6.473927e+08,5.936867e+08,2.9208768e+07,2.0446138e+07,2.6553425974025973,0.0442518,-244402432.0
511,https://www.rumah123.com/properti/depok/hos13697609/,"Jual rumah 1 lantai, Perum Pondok Duta 1, Tugu Cimanggis di Perum Pondok Duta 1
Jl. Duta 3, Tugu Cimanggis",1600000000.0,Cimanggis,Depok,3.0,2.0,176.0,150.0,SHM,2200.0,Bagus,1.0,"Perum Pondok Duta 1
Tugu Cimanggis 
- Luas 176
- @@Bangunan  150
- KT 3 + 1
- KM 2+1
- Carport 1
- Listrik 2200
- Line tlp
- Air sumur 
- Bebas banjir
- Hadap utara
- Bangunan 1990, terakhir renov 2021
- Bata merah + batako, atap kayu dan baja ringan, genteng

Harga  1,6 M nego",1.6663064e+09,1.4831124e+09,6.720231e+07,4.7041616e+07,2.9401010000000003,0.059962273,-126086784.0
2589,https://www.rumah123.com/properti/tangerang/hos39323889/,Rumah Strategis Siap Huni 15 Mnt ke Mall Alam Sutera Dibantu KPR J24347,1660000000.0,Gading Serpong,Tangerang,3.0,2.0,88.0,120.0,SHM,2200.0,Bagus,2.0,"Graha Raya Cluster Eldora
Serpong Utara - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 88
LB 120
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Barat Daya

Fasilitas Sekitar Hunian:
6 Menit ke SMPN 14 Kota Tangerang Selatan
7 Menit ke Sekolah Dasar Negeri Pondok Kacang Timur 3
7 Menit ke Sekolah Dasar Negeri Pondok Kacang Timur 2
8 Menit ke Sekolah Menengah Atas Plus Pembangunan Jaya
9 Menit ke SMA Khalifa Insan Madani Sejahtera
10 Menit ke SMPN 5 Tangerang Selatan

15 Menit ke Graha Mas Regency
15 Menit ke BSD Plaza

6 Menit ke Puskesmas Parigi
7 Menit ke Puskesmas Parigi Baru
8 Menit ke UPTD. Puskesmas Pondok Kacang Timur
10 Menit ke Puskesmas Tajur
15 Menit ke Puskesmas Lengkong Karya

5 Menit ke Gerbang Tol Parigi
10 Menit ke Gerbang Tol Jelupang
10 Menit ke Gerbang Tol Serpong 4
15 Menit ke Gerbang Tol Serpong 2
15 Menit ke Stasiun Sudimara
15 Menit ke Stasiun Jurang Mangu
15 Menit ke Stasiun Rawa Buntu
15 Menit ke Terminal Bus Ciledug


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.590938e+09,1.4680468e+09,5.6222932e+07,3.9356052e+07,2.370846506024096,0.041014194,-472244352.0
5586,https://www.rumah123.com/properti/jakarta-barat/hos18780882/,Rumah 2 Terawat Di Taman Surya Kalideres Cengkareng Jakarta Barat,2490000000.0,Taman Surya,Jakarta Barat,4.0,2.0,126.0,200.0,SHM,5500.0,Bagus,2.0,"Rumah taman surya 5 terawat, 2 lantai. LT 7x18 = 126m2, LB 210m2. KT 4+1. KM2+1 (KM dalam 1).  Gudang 1. Carport 1. Listrik 5.500. Air WTP n PAM. Bebas banjir dan dekat fasilitas umum (bank, sekolah, pasar dll). Harga 2.5m nego. Shm. Nego sampai deal",2.7469604e+09,3.3887455e+09,8.930377e+07,6.2512636e+07,2.5105476305220886,-0.09965962,-1689004416.0
2098,https://www.rumah123.com/properti/bogor/hos39111839/,JUAL BUTUH RUMAH SIAP HUNI DI BUKIT CIMANGGU CITY,1300000000.0,Tanah Sareal,Bogor,3.0,3.0,150.0,200.0,SHM,1300.0,Bagus,2.0,"Assalamu'alaikum sobat Cahaya Properti yang baik hati. Semoga kabar Anda dan keluarga baik dan sehat selalu. 

Kabar baik karena saat ini Anda punya kesempatan untuk memiliki rumah cantik siap huni yang aman dan nyaman di daerah Bukit Cimanggu City, Tanah Sareal, Kota Bogor.

Keunggulan:
Lokasi Strategis 
Lingkungan Asri
Bebas Banjir
Fasilitas Lengkap

Lokasi Strategis:
Dekat Rumah Sakit
Dekat Lotte Mart
Dekat Pintu Toll

Fasilitas yang Tersedia: 
√ Carport 
√ Taman
√ Kolam Ikan
√ Canopy
√ Security Pos 24 Jam
√ Waterpark Marcopolo
√ Gym/Sport Center
√ Masjid
√ ATM 
√ Area Pertokoan/Minimarket
√ Access Tol Lingkar luar Bogor 
√ Hotel Bogor Icon 
√ Stasiun Cilebut

Legalitas aman karena sudah SHM, dengan harga kurang dari 2M Anda sudah dapat mempunyai rumah cantik siap huni yang aman dan nyaman ini. 

Semoga Anda berjodoh dengan rumah idaman yang menawan ini, info selengkapnya silakan hubungi Whatsapp (WA) kami.

Terima kasih untuk perhatiannya...",2.1364438e+09,1.9155525e+09,5.9701012e+07,4.1790708e+07,3.2146698461538463,0.056084514,409191296.0
1022,https://www.rumah123.com/properti/jakarta-barat/hos38947308/,Jual Cepat Nego Rumah 2 Lantai Green Ville Jakarta Barat,5500000000.0,Green Ville,Jakarta Barat,4.0,4.0,260.0,350.0,SHM,5500.0,Bagus,2.0,"Jual Cepat Rumah hook 2 lantai di Green Ville, Jakarta Barat.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 5500 W
  - Hadap: Selatan
  - Kondisi Perabotan: Unfurnished

Tidak hanya itu, properti ini layak untuk dimiliki karena:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Sekolah Internasional.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.


Lokasi rumah berikut mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 5.500.000.xxx, anda bisa langsung dapatkan rumah strategis di daerah Green Ville ini.",6.9413284e+09,5.6063114e+09,1.5840336e+08,1.1088235e+08,2.0160427636363636,0.11271179,3049792768.0
3947,https://www.rumah123.com/properti/jakarta-barat/hos39293364/,Rumah 5 Kamar Tidur Hadap Selatan 10 Menit ke Gerbang Tol Tanjung Duren J28515,5530000000.0,Tanjung Duren,Jakarta Barat,5.0,2.0,164.0,261.0,SHM,2200.0,Bagus,2.0,"Jalan Tanjung Duren Selatan 2
Grogol Petamburan - Kota Jakarta Barat

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 164
LB 261
2 Lantai
5 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
3 Menit ke Sekolah Dasar Negeri Tanjung Duren Utara 06 Pagi
4 Menit ke Sekolah Dasar Negeri Tanjung Duren Selatan 05 Pagi
4 Menit ke Sekolah Dasar Negeri Tanjung Duren Selatan 01 Pagi
5 Menit ke SMP Negeri 69 Jakarta
6 Menit ke Sekolah Dasar Harapan Kasih
7 Menit ke SMP Islam Al Isra
7 Menit ke SMA YADIKA
8 Menit ke SMP NEGERI 89 tanjung duren Barat IV

7 Menit ke Pasar Tomang Barat
7 Menit ke Mall Taman Anggrek
8 Menit ke Central Park
9 Menit ke NEO SOHO Mall

4 Menit ke Rumah Sakit UKRIDA
5 Menit ke RUMAH SAKIT PERTAMINA TANJUNG DUREN
5 Menit ke Puskesmas Tanjung Duren Selatan
10 Menit ke Puskesmas Kelurahan Tanjung Duren Utara
15 Menit ke Rumah Sakit Anak dan Bunda Harapan Kita

10 Menit ke Terminal Bus Grogol
10 Menit ke Gerbang Tol Tomang
10 Menit ke Gerbang Tol Tanjung Duren
15 Menit ke Stasiun Grogol
15 Menit ke Stasiun Palmerah
25 Menit ke Stasiun Tanah Abang


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2.913152e+09,3.2998374e+09,9.924207e+07,6.946945e+07,1.2562287160940326,-0.06041664,-4449522560.0
1786,https://www.rumah123.com/properti/jakarta-utara/hos19395280/,Dijual Paling Murah Rumah 3 Lantai Pluit Hadap Selatanlt 250 M,5500000000.0,Pluit,Jakarta Utara,4.0,3.0,250.0,370.0,SHM,0.0,Bagus,3.0,"DIJUAL CEPAT /WTS
Rumah Pluit Sakti
LT 250 M²
LB 370 M²
3 Lantai :
- Lantai 1 (10x25)
- Lantai 2 (6x10)
- Lantai 3 dak (6x10)
4+1 KT
3+1 KM
Hadap Selatan
PLN 6600 3 fase
Air PAM
Surat HGB (sedang proses SHM)

Harga 6,75 M❌
TURUN HARGA JD 5.5 M MASIH NEGO✅

Tinus Infinite 
08179870xxx",8.62272e+09,6.864543e+09,2.728198e+08,1.9097386e+08,3.472251927272727,0.1207695,6210955520.0
3492,https://www.rumah123.com/properti/bekasi/hos19585912/,Rumah 2 Lantai siap huni dipondok gede Fasilitas Kolam Renang lokasi bebas banjir,1070000000.0,Pondok Gede,Bekasi,3.0,2.0,97.0,65.0,SHM,0.0,Bagus,1.0,"Menawarkan konsep hunian mewah nan nyaman dengan fasilitas private pool disetiap rumah nya

Anda dapat memilih design rumah sesuai dengan rumah impian Anda :
- American Style
- Skandinavian Style
- Modern minimalist style

AKSESIBILITAS :
Jl Raya Jatimakmur 900 meter
Jl Raya Hankam 1 km
Pintu Tol Jatiwarna 10 menit
Pintu Tol Jatiasih 15 menit
Pintu Tol Jatibening 15 menit
Stasiun LRT Jatibening baru 20 menit
Terminal Kp Rambutan 22 menit

FASILITAS PENDIDIKAN :
SD Negeri Jatirahayu 200 meter
SD Islam Al Azhar Jatikramat 4 km
SMP Negeri 35 Bekasi 2 km
SMPIT Nur Hikmah 3 km
SMA Negeri 5 Bekasi 3 km
SMK Sandikta 1 km
Universitas Islam Asy-Syafiiyah 6 km

FASILITAS KESEHATAN :
RS Persada Medika 1 km
RS Jati Rahayu 3 km
RSUD Pondok Gede 3 km
RS Mitra Keluarga 3 km

SHOPPING LIFESTYLE :
TMII 4 km
Plaza Pondok Gede 4 km
Giant Pondok Gede 3 km
TIPTOP Pondok Gede 3 km
Grand Kota Bintang Kalimalang 8 km

layout bisa custom

berminat dengan unit ini? segera hubungi kami untuk konfirmasi jadwal survey",9.7318336e+08,8.389381e+08,4.6053188e+07,3.2237232e+07,3.0128254205607474,0.07704139,-59968128.0
1212,https://www.rumah123.com/properti/bogor/hos18468547/,"Rumah Nyaman Lokasi Strategis di Panorama Bali, Ciseeng, Bogor",100000000.0,Ciseeng,Bogor,2.0,1.0,60.0,30.0,HGB,1300.0,Bagus,1.0,"Lt 60
Lb 30
Kt 2
Km 1
Listrik 1300 watt
Sumber Air Tanah
Carport 1
HGB
Akses pintu tol & stasiun terdekat : Tol Parung
Bebas banjir
Jalan masuk 2 mobil

Harga Rp. 100 juta, Over Kredit di bank BTN sekitar kurang lebih 7 thn lagi (2.060.000 per bln)",4.6797898e+08,3.4779434e+08,1.8844972e+07,1.319148e+07,13.19148,0.15998375,786633600.0
5065,https://www.rumah123.com/properti/bogor/hos39399240/,Dijual Cepat Take Over Kredit Rumah Puri Kinanti Tajurhalang,70000000.0,Tajur Halang,Bogor,2.0,1.0,90.0,65.0,SHM,0.0,Bagus,1.0,"DIJUAL CEPAT Take Over di Tajurhalang, Bojong Gede!

*Perumahan Puri Kinanti Residence* 

Spesifikasi:
Luas Tanah: 90 m²
Luas Bangunan: 65 m²
One Gate System

Kredit:
BTN 20 Tahun Step Up (Cicilan berjalan 14 Bulan)
DP awal : 25jt
Cicilan Bulan ke 1-12 = 2,7jtan
Cicilan Bulan ke 13-24 = 3,1jtan
Cicilan Bulan ke 25 seterusnya step up, max di 4,8jtan (estimasi terburuk)
*chat for more detail simulasi cicilan*

Fasilitas:
2 Kamar Tidur
1 Kamar Mandi
Ruang Tamu
Ruang Makan
Dapur
Ruang Cuci
CCTV Perumahan

Harga Take Over: 70 Juta (Nego)
*Harga Belum Termasuk Biaya PPJB, Notaris*

Lokasi :
Lokasi strategis di perumahan
± 15 Menit ke Stasiun Bojong Gede
± 10 Menit ke Polsek Tajur Halang
± 5 Menit ke Pasar, Alfamart & Indomaret (Pura Bojong)
± 5 Menit ke Klinik Radar

*Luas dari Developer 45/90 sudah di bangun full area belakang sehingga rumah lebih luas.

Alasan : pindah ke Luar Negeri

FAST RESPON DAN INFO SURVEY
0895370722xxx
0895384235xxx",6.7467424e+08,6.6676826e+08,3.1017644e+07,2.171235e+07,31.017642857142857,0.005911112,355369664.0
538,https://www.rumah123.com/properti/bogor/hos19563838/,Rumah Bagus 2 Lantai Di Legenda Wisata Siap Huni,4200000000.0,Legenda Wisata,Bogor,4.0,3.0,428.0,370.0,HGB,0.0,Bagus,2.0,"Dijual cepat rumah 2 lantai siap huni di komplek Legenda Wisata Cibubur.
Lingkungan aman, nyaman, udara sejuk dan bebas banjir. 

Luas Tanah: 428 m2
Luas Bangunan: 370 m2
Kamar Tidur : 4
Kamar Mandi: 3

Lokasi strategis :
Dekat ATM, Bank, Minimarket,  Sport Club 
Dekat Restoran, Supermarket,Starbucks
Dekat Sekolah Global dan Sekolah Kristen

Akses kendaraan mudah :
- Akses tol Kota wisata dan tol Jatikarya 
- LRT Cawang - Cibubur 

Harga penawaran: Rp. 4,2 Milyar (nego)",6.491897e+09,4.4459254e+09,1.2436448e+08,8.705514e+07,2.072741333333333,0.20838332,13013945856.0
3932,https://www.rumah123.com/properti/jakarta-selatan/hos39443659/,Rumah Dijual Murah Kebayoran Bintaro Jaya Sektor 7,4950000000.0,Bintaro,Jakarta Selatan,4.0,3.0,204.0,215.0,SHM,0.0,Bagus,2.0,"RUMAH DIJUAL MURAH KEBAYORAN BINTARO JAYA SEKTOR 7

LT / LB 204 / 215an 
KT / KM 4 + 1 / 3+1 
2,5 lantai (split level)
SHM

Semi furnished
Listrik 3.500 watt  
PAM
Garasi 1, carport 2
Halaman depan dan belakang

Lokasi strategis, dekat dengan: 
- Sekolah terbaik terdekat (5-10 menit): Global Jaya, Pembangunan Jaya, BPK Penabur, British School, Japanese School, British School 
- Pusat perbelanjaan terdekat (5-10 menit): Farmer Market, Lotte Mart, Hari Hari, Pasar Modern 
- Tempat kongkow terdekat (5-10 menit): Bintaro Jaya Exchange Mall, Taman Jajan, The Marchand, café & coffee shop 
- Pintu tol terdekat (5-10 menit): Tol arah CBD Sudirman dan TB. Simatupang, JORR 2 (Depok, Antasari) 
- Stasiun KA & MRT terdekat (5-10 menit): Stasiun KRL Jurangmangu & Stasiun KRL Sudimara 


Harga: 
Rp 4.95 miliar nego 

Informasi: 
Edwin Bright Property 
0811 8834 xxx",5.0286003e+09,3.8666524e+09,1.4367411e+08,1.0057188e+08,2.0317551515151515,0.14039683,2954719872.0
3142,https://www.rumah123.com/properti/jakarta-barat/hos39008240/,Rumah Green Garden,10000000000.0,Green garden,Jakarta Barat,4.0,4.0,450.0,800.0,SHM,0.0,Bagus,2.0,"For Sale 

Rumah Green Garden
SHM 

Luas tanah 450 m 
Luas bangunan 800 m 2 lantai 
4 KT, 4 KM 
Kolam renang baru 7x 4 
Renovasi dan interior baru 
Garasi 2 mobil, carpark 2 mobil 
Full granit dan Parkit baru

TIDAK PERNAH BANJIR KARENA RUMAH DAN JALANAN LUAR TINGGI

Rp 10.000.000.xxx nego.


Hubungi : 
Maya 
087781191xxx


Mgab",8.78315e+09,6.3886776e+09,2.2524782e+08,1.5767347e+08,1.57673472,0.17251837,7716449280.0
2847,https://www.rumah123.com/properti/bekasi/hos39292845/,Rumah 2 Lt Bebas Banjir 7 Menit ke Living World Grand Wisata Bekasi J23558,1770000000.0,Grand Wisata,Bekasi,3.0,2.0,66.0,72.0,Lainnya,2200.0,Bagus,2.0,"Grand Wisata Bekasi Cluster La Monte Farella
Mustikajaya - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akees transportasi.
 
Hanya AJB
LT 66
LB 72
2 Lantai
3 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
4 Menit ke SMAN 9 Bekasi
4 Menit ke SDN Mustikajaya I
5 Menit ke SD Prima Sakinah Islamic School
5 Menit ke SDN Mustikajaya III
5 Menit ke SMP Daya Utama Bekasi
6 Menit ke SMA Plus Bina Prestasi

6 Menit ke Pasar Mutiara Gading Timur
7 Menit ke Living World Grand Wisata Bekasi
15 Menit ke Bekasi Trade Center Mall 2
20 Menit ke Blu Plaza
20 Menit ke Transpark Juanda Bekasi

2 Menit ke Rumah Sakit Permata Bekasi
4 Menit ke Puskesmas Lambang Sari
5 Menit ke Eka Hospital Grand Wisata Bekasi
7 Menit ke Puskesmas Mustika Jaya
10 Menit ke Puskesmas Jatimulya
15 Menit ke Puskesmas Padurenan

9 Menit ke Gerbang Tol Tambun
15 Menit ke Terminal Bayangan Raya Pengasinan


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.1182423e+09,1.128088e+09,4.9930132e+07,3.4951092e+07,1.9746379661016948,-0.004373491,-1116763456.0
1097,https://www.rumah123.com/properti/bekasi/hos19128600/,Rumah Baru 2lt Dukuh Zamrud Free Biaya2 Pajak Mustika Jaya Bekasi,990000000.0,Grand Wisata,Bekasi,3.0,3.0,80.0,81.0,SHM,2200.0,Baru,2.0,"Rumah Baru 2 Lantai Cluster Dukuh Zamrud, Mustika Jaya, Bekasi 12 menit Tol Grand Wisata, All In,  Free Pajak dan Biaya-Biaya

SPESIFIKASI
- Rumah 2 Lantai
- Kamar Tidur 3 
- Kamar Mandi 3
- Carport 1 Mobil
- Listrik 2.200 Watt
- Air Jet Pump
- Ada Balkon
- Kusen Alumunium
- Rangka Atap Baja ringan
- Legalitas SHM
KEUNGGULAN
- Bebas Banjir
- Cluster
- Security 24 Jam
- One Gate System
- Ada Sarana Olahraga dan Taman
- Akses 2 Mobil
- Dilalui Bus Primajasa Rute Blok M, Tanah Abang, Kuningan
- Dekat ke Sekolah, Kuliner dll
- Dekat ke Water Park, Sport Center
- Dekat ke RS Satria Medika, Permata,Kartika Husada
- 12 menit Tol grand wisata
- 18 menit LRT Bekasi Timur
- 20 menit Stasiun KRL Tambun
PROMO
- Harga All In s.d Akad dan terima kunci
- Free Biaya-Biaya & Pajak
- Free Kanopi, Pagar, Smart Door Lock.
HARGA
- Rp.990jt (Badan)
Luas Tanah 80 m2
Luas Bangunan 81 m2

- Rp.1,1mly (Hook)
Luas Tanah 83 m2
Luas Bangunan 81 m2

Anda Berminat Serius dan sesuai Budget Anda 
Yuk Segera Survei & Booking Unitnya.",1.1807951e+09,9.772178e+08,5.445043e+07,3.81153e+07,3.850030303030303,0.09923768,445013504.0
5517,https://www.rumah123.com/properti/jakarta-barat/hos39344459/,"Rumah SHM 2 Lantai Lokasi Strategi di Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat",1800000000.0,Grogol Petamburan,Jakarta Barat,3.0,2.0,65.0,146.0,SHM,3500.0,Bagus,2.0,"Rumah 2 lantai di Jl. Rambutan Barat VI no. 1, Tanjung Duren Utara, Grogol Petamburan

Dijual rumah di wilayah yang asri. Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 3
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 3500 W

Tentunya properti ini layak untuk dimiliki karena:

  - Bebas Banjir.
  - Siap Huni.

Keberadaan rumah berikut strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 1.800.000.xxx, anda dapat langsung dapatkan rumah premium di daerah Grogol Petamburan ini.",1.646909e+09,1.7172637e+09,5.9754784e+07,4.1828348e+07,2.323797111111111,-0.020698786,-996947584.0
1360,https://www.rumah123.com/properti/depok/hos39293005/,Rumah 3 Lt Strategis 15 Menit ke Stasiun Depok Baru Dibantu KPR J25603,850000000.0,Pancoran Mas,Depok,3.0,2.0,72.0,100.0,Lainnya,0.0,Bagus,3.0,"El Fatih Land Pancoran mas F1
Pancoran Mas - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 72
LB 100
3 Lantai
3 Kamar Tidur
2 Kamar Mandi
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
4 Menit ke SMP Negeri 20 Depok
6 Menit ke SD Muhammadiyah Meruyung
6 Menit ke SMA Muhammadiyah 4 Depok
6 Menit ke SMA Perjuangan Terpadu
7 Menit ke Sekolah Dasar Negeri Parung Bingung 1
7 Menit ke SD Negeri Parung Bingung 2
8 Menit ke SD Negeri Rangkapan Jaya Baru

8 Menit ke DTC (Depok Town Center)
9 Menit ke PASAR RAKYAT SAWANGAN
20 Menit ke Pasar Muamalah
20 Menit ke Grand Mall Cimanggis
20 Menit ke One Belpark Mall
25 Menit ke The Park Sawangan
25 Menit ke Cinere Bellevue Mall

7 Menit ke RSIA ASYIFA DEPOK
8 Menit ke RS Anak Negeri
10 Menit ke RS Permata Depok
10 Menit ke UPTD Puskesmas Limo
10 Menit ke UPTD Puskesmas Sawangan

9 Menit ke Terminal Sawangan
10 Menit ke Gerbang Tol Kukusan 1
15 Menit ke Stasiun Depok Baru
20 Menit ke Stasiun Pondok Cina
20 Menit ke Terminal Pondok Cabe
20 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.5322739e+09,1.1226083e+09,5.822468e+07,4.0757276e+07,4.794973647058823,0.1682992,2229224320.0
